Family,MFVF11801,MFVF11801,MFVF11802,MFVF11803,MFVF11804,MFVF11806,MFVF11807,MFVF11808,MFVF11809,MFVF11815,MFVF11817,MFVF11818,MFVF11819,MFVF11821,MFVF11822,MFVF11823,MFVF11824,MFVF11825,MFVF11829,MFVF11836,MFVF11837,MFVF11838,MFVF11839,MFVF11841,MFVF11842,MFVF11844,MFVF11845,MFVF21801,MFVF21802,MFVF21803,MFVF21804,MFVF21806,MFVF21807,MFVF21808,MFVF21809,MFVF21815,MFVF21817,MFVF21818,MFVF21819,MFVF21821,MFVF21822,MFVF21823,MFVF21824,MFVF21829,MFVF21837,MFVF21838,MFVF21839,MFVF21841,MFVF21842,MFVF31801,MFVF31803,MFVF31804,MFVF31807,MFVF31808,MFVF31815,MFVF31817,MFVF31818,MFVF31819,MFVF31821,MFVF31822,MFVF31823,MFVF31824,MFVF31836,MFVF31838,MFVF31839,MFVF31841,MFVF31844,MFVF31845,MFVS11801,MFVS11802,MFVS11803,MFVS11804,MFVS11806,MFVS11807,MFVS11808,MFVS11809,MFVS11815,MFVS11817,MFVS11818,MFVS11819,MFVS11821,MFVS11822,MFVS11823,MFVS11824,MFVS11825,MFVS11829,MFVS11836,MFVS11837,MFVS11838,MFVS11839,MFVS11841,MFVS11842,MFVS11844,MFVS11845,MFVS21801,MFVS21802,MFVS21803,MFVS21804,MFVS21806,MFVS21807,MFVS21808,MFVS21809,MFVS21815,MFVS21817,MFVS21818,MFVS21819,MFVS21821,MFVS21822,MFVS21823,MFVS21824,MFVS21825,MFVS21829,MFVS21836,MFVS21837,MFVS21838,MFVS21839,MFVS21841,MFVS21842,MFVS21844,MFVS21845,MFVS31801,MFVS31802,MFVS31803,MFVS31804,MFVS31806,MFVS31807,MFVS31808,MFVS31809,MFVS31815,MFVS31817,MFVS31818,MFVS31819,MFVS31821,MFVS31822,MFVS31823,MFVS31824,MFVS31825,MFVS31836,MFVS31837,MFVS31838,MFVS31841,MFVS31842,MFVS31844,MFVS31845
ZP_03552050,4.526979911,4.526979911,0,2.445851811,6.125832815,16.7587306,9.696131586,5.548897609,5.118161851,1.541483629,7.434834161,0,3.516888538,5.614467141,7.571660224,9.508387129,7.09956627,7.670472218,12.73134601,0,3.19847553,5.825857321,0,16.97808183,0,0,8.789786215,9.786038201,0,0,6.586583069,12.61988886,21.19162472,0,8.754416938,2.165794861,14.23159906,0,0.576336995,7.014619871,19.72596276,33.17611667,0,12.13954504,0.929257572,5.356271142,0.557730729,25.17690975,0,8.526963875,0.657781535,6.063155828,1.205928277,10.5501059,0,0,0,3.507871238,0,7.891727083,5.646738962,0,0.289315731,1.651600092,0,10.81192548,0,9.417868038,0,0,0,0,0,0,0,12.02372341,0,0,0,0,0,0,0,4.245778794,0,0,0,0,0,0,0,0,0,0,2.753698406,0,0,0,0,0,0,6.27716896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.734369275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_04405450,34.64525442,34.64525442,10.34852307,0,2.268826968,0,0,1.622484681,0,0.856379794,0.634515888,0.154677128,0,0,1.964963726,3.918291399,0,0,1.140801614,0.332629834,7.1077234,0,4.503729849,0,5.155398714,0,0,0.499287663,18.30168423,0,0.695961863,0,0,2.203350845,0,0.45499892,3.876646233,1.056244307,0,0.659268785,5.13696947,1.96727447,0,1.926911911,3.871906552,0,1.991895459,0,1.202919951,1.822000828,0,8.91640563,0,0.759243188,0.293849702,3.698815117,1.875493764,0,0,24.82941344,0,0,0.850928622,0,1.981674084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.991875383,0,0,2.62129869,0,0,9.288291172,0,0,0,0,10.29381799,0,54.69764487,0,0,0,0,0,0,0,0,0,0,0,39.96547862,9.009831095,0,0,0.766956383,0,0,5.6996479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.46888136,3.692637996,12.5639335,0,0,0,0,0,0,0,0,0,0,0
YP_403947,144.4077196,144.4077196,10.53667803,0.397053865,0.928156487,0.718641964,5.305122501,0,0,0,0,0,2.664309499,0.750597211,7.591905305,1.662305442,0.930887186,3.486578281,9.333831387,0,0,0,0,0.344522764,0,0,0,0,3.660336846,0,1.782084164,0,0,0,1.473807565,0,0.274106299,1.68038867,0.982392605,0.839069363,6.304462531,12.46536642,2.403191891,1.226216671,0,0,0,0.635780549,0,0,1.121218525,0.405291165,0,2.268143161,0,1.176895719,0,2.391730389,0,22.63319997,0.611118935,0,0,0,0,2.2338689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP_001598107,114.5218132,114.5218132,8.133576023,0,0,1.248167621,4.725210324,0.912647633,0.897923132,2.890281804,1.191479834,0.458604116,3.663425561,0.688047444,5.567397224,4.155763605,0.310295729,8.074181282,7.00037354,0,3.664919878,0,0.291908416,0,2.952637445,0,0.398088144,12.23254775,0,0,0.98014629,0.839088355,0,0,1.013242701,0.814208594,2.539089931,2.334855836,1.500877591,2.914661996,5.779090654,12.82007196,0,1.967055909,4.890829329,0,2.568496777,0,2.773984994,12.9817559,0,0,0,0.297018747,2.06919165,4.315284303,1.054965242,2.76937203,4.183447251,19.96419054,0.611118935,1.161242343,0,0,0.315266332,2.388998685,0,0.817523267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800217066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.546515123,0,0,0,0,0,0,0,0,0
Q01911,5.820402743,5.820402743,4.636138333,0,0,0,0,2.086051733,3.655829894,4.771258852,0,0,0,6.799527679,1.060456614,0,0,39.48037171,46.50444226,50.21823477,9.40728097,1.803670997,0,0,5.519309212,2.707693127,2.810033956,2.87824653,0,0,0,0,0,4.082679508,7.45746628,4.419989512,0,0.704162871,0.288168497,7.05805405,0.592727247,0,0,17.85227212,48.28495229,4.560292768,0,0.839230325,16.38749118,1.952143744,0,0,0,2.376149978,5.297130624,0,0,0,0,0,0,2.451511613,56.16128902,3.816722902,0,0,13.53923608,3.139289346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP_417970,123.6468133,123.6468133,12.80929486,1.730020414,0,0.337761723,2.938221693,0.311959555,0,0.154148363,0,0,0.697795345,0,6.817828686,2.912596607,0.58335597,6.793846822,9.231865161,0,0,0,0,0,0.144351164,0,0,0,6.459417964,1.688798865,4.122215254,0.268508274,0,0,0.903233494,0,0,0.927574546,0.7119457,0.3943626,7.932085211,8.556366495,2.312314887,1.361461157,0.154876262,0,0,0.24977093,0,0,1.538738947,0,0,2.785486739,1.158747324,0.44998954,0.301418641,1.936162696,0,25.98974623,0.592785367,0,0,0,0,2.340243609,0,0.364381799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP_672241,127.0787932,127.0787932,7.787263607,0.983857683,0,0.158101232,1.59712109,0,0,0.240856817,0.28595516,0.174269564,0.257082495,0,0.293020907,2.445666882,1.085055169,4.72339605,4.03123265,0.292783552,0,0,0,0.151590016,0,0,0,0,5.563712006,1.253496399,3.930386623,0.35330036,0,0.462703678,0.426628506,0,0,1.663584783,1.001006359,0.427483759,2.928072598,9.013067985,0.670815782,0.916973431,0,0,0,0.419615163,0,0,0.946642833,0,0,3.671151716,0.993756516,0.884633282,0.263741311,2.444547769,0,11.92659506,0.134446166,0.900930518,1.284790254,0,0,1.138097418,0,0.376490978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP_405004,114.7912763,114.7912763,12.74938042,1.397629606,0,0.687396661,1.795579923,0.317442655,0,0,0,0.348539128,2.344592359,0,6.235484891,2.559950381,0.29680461,10.73866111,4.10688581,0,0,0,0.304600086,0,0.577404656,0,0.382164618,0,4.685231163,1.772352632,2.19552769,0,0,0.308469118,1.621188322,0.309399266,0.482427087,0.964396976,1.729010985,0,5.239708859,6.107104225,1.51057776,0.586451451,0.336687526,0,0,0,0,0,1.315563069,0.356656225,0,2.789393453,0.993211992,0,0.366944432,1.143871056,0,17.6624368,0,0.319762384,0,0,0,1.310536421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP_187539,7.952165459,7.952165459,22.06185992,33.15774355,3.79726915,0,0,1.554997111,0,0.059491221,8.491592982,1.452246368,0.150809972,0.169946538,0,0.188185522,3.782095107,0,0.052833008,0,6.688635935,0,0.090126098,2.799518312,0,0.139332408,0.147490633,17.62693845,7.324859326,20.49626004,0.403490754,0.397235654,0.035870991,4.867780255,0.125134605,0,4.671874661,0.057069804,1.460202006,0.142483477,0,0.137675469,0.427522008,0.138816982,6.836162054,0,0,1.65142998,0,23.218791,8.903932436,0.275292112,0,2.816328705,1.485937514,3.187734316,0,0.045126988,11.46270697,0.048344322,0.190254008,0.548751742,0,0.060705713,0,3.594327842,2.68504834,4.629359885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807746762,0,0,0,0,0,0,0,0,0,0,0,0,0.27896503,0,0,0,0,0,0,0,0,0,0,0,0,1.927582466,1.099217956,0,0,92.48431213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510178248,0,0,0,0,0,0
NP_418166,113.5259714,113.5259714,8.398801328,1.519162615,0.425405057,0,1.951717308,0,0,0,0,0,0.424744993,0,5.809457973,1.987539116,0.89041383,1.66749396,11.16001579,0,0,0,0,0,0,0,0.830792648,0,6.04751305,1.063411579,2.72736359,0.875570457,0,0,0.352432244,0.6726071,0,0.964396976,0.626453255,0,7.705454205,3.901761033,0.32838647,0.879677177,0,0,0,0,0,0.356478423,0.685189099,0,0,3.71919127,2.519015922,0,0.366944432,0.762580704,0,21.64914779,0,0.639524769,0,0,0,0.712248055,0,0.853067757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP_002382998,112.6692545,112.6692545,5.231753327,1.273881151,0.638107585,0.247033175,1.683356178,0,0,0.321142423,0,0.363061592,3.052854634,0,7.423196298,3.428504974,0.995532129,4.594293256,7.807361045,0,0,0,0,0,1.127743469,0,0,0.873753411,3.507822811,0.594476612,2.61372344,0.629316266,0,0,1.097679593,1.289163608,0,1.232285025,0.900526554,0.192286729,6.581742133,6.131338766,2.202925901,0.21075599,0,0,0,0,0,0,1.199080922,0.185758451,0,3.192951533,0.68973055,1.70813337,0.439568851,0.822157321,0.747044152,16.53896177,0.770264491,0,0,0,0,0.597249671,0,0.681269389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP_416758,108.182694,108.182694,10.23813882,0.561773676,0,0.501799563,3.651337797,0.609489898,0,0,0,0,1.563061573,0.358981275,4.386140769,1.500923289,0.723461237,5.369330553,7.118602071,0,0.159923776,0,0.14011604,0.151590016,0,0,0,0.30391423,5.856538954,0.843639853,2.077910135,0.134254137,0,0,0.824691451,0,0.246238826,1.47874203,1.182691542,0.36919052,4.873699785,8.724434607,3.152510109,1.213954504,0.154876262,0,0,0.304068958,0,0,1.050126771,0.728173126,0,1.952575417,1.237016747,0.734849139,0.843972194,1.082864599,0,17.85033507,0,0.147090697,0,0,0,1.531333318,0,0.670369079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP_001096379,24.24607258,24.24607258,11.98978198,0,0.931674832,0,0,0.710563402,0,1.771794053,0.571064299,0.154677128,0,0.821582967,5.143768533,2.663649043,0,0,3.025771662,0.083157458,8.401321172,0,1.815899212,0,2.931799367,0,0,0.163828765,9.992151047,0,1.116438822,0.157329067,0,0,0,1.228539595,2.082072523,3.357794402,0,0.2428885,6.035559174,3.624197569,0,1.333748708,3.516790862,0,1.47057907,0.186219747,3.258952402,0.870713258,0,7.661711716,0,0.779674212,0.193986717,3.309475156,1.909003302,0.878102938,0,21.59327335,0,0.17237191,0.45205583,0,3.026743332,0.51192829,0,0.28820814,0,0,0,0,0,0,0,0,0,0,0,4.58130918,0,0,5.007090076,0,0,12.00221375,0,1.713768289,0,0,0.639556739,0,33.41734813,0,0,0,0,0,0,0,0,0,0,0,0,5.9601832,0,0,0,0,0,5.324931465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0756084,0,0,51.46509859,1.749872046,11.33742247,0,1.858220279,0,0,3.121186184,0,0,0,0,0,0
YP_691152,100.5790231,100.5790231,7.487731356,1.738717784,0,0,5.566297762,0,0.170605395,0,0.34042281,0.348539128,2.093386035,0,4.740241065,3.064974606,0.598131957,10.50124173,2.904154966,0,0,0,0.166804809,0.151590016,0,0,0,0,4.078661057,2.337142337,3.778697316,0.268508274,0,0.308469118,0.385997219,4.419989512,0,1.999822554,0.631226232,0.879025046,6.71475295,7.376717185,0.330888462,0.937763797,0,0,0,0.699358604,0,0,0.978841569,0.178328113,0,2.885324974,1.08780361,0.821958915,0.803783042,1.954385404,0,16.56188983,0.134446166,0.525323917,0,0,0,1.372942917,1.591016221,1.220834746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP_410370,87.57550423,87.57550423,11.72332685,0.970576115,0,0.658755133,3.220333558,0.881785153,0,0,0,0.484082123,0.424744993,0,8.552813127,1.987539116,0.972859555,9.727048103,5.468407736,0,0,0,0,0,0,0,0.207698162,0,11.17552119,1.033872369,1.988702617,1.118784473,0,0.16764626,1.458677898,0.429721203,0,0.205380837,3.001755181,0,8.180065515,7.415769416,2.098024667,1.124031948,0.21510592,0,0,0,0,0,1.221424045,0.247677934,0,2.780784214,0.919640733,0.71921405,1.202762305,1.599301198,0,21.96685017,0.292274273,0.932640288,0,0,0,1.800404806,0,1.176917554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP_414995,98.69085669,98.69085669,9.658621528,2.547762303,1.27621517,0,0.748158301,0,0,0,0,0,1.221141854,0,4.639497687,2.285669983,0,3.995037614,2.994604237,0.390378069,0,0,0,0,0,0,0,0,6.710617551,0.339700921,1.63357715,0,0,1.285287993,0.337747567,2.900618117,0,1.848427537,2.101228627,0.384573458,2.889545327,5.016549899,2.202925901,0.281007987,0,0,0,0.291399418,0,1.024875466,0.685189099,0,0,3.861243715,0.344865275,0.71921405,0,1.461613016,0.896452982,23.09582827,0,0.612877903,0.602741107,0,0,0.341285526,0,0.545015511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_04635523,101.5758691,101.5758691,3.779460598,0.759581308,0,0,1.171030385,0,0.370881294,0.335105137,0,0.378846879,1.69897997,0,5.325336475,1.987539116,0.59360922,2.501240941,7.142410105,0,0.347660384,0,0,0.659087027,0,0,0,0,4.137772087,2.835764211,2.045522692,0.291856819,0,0,2.467025707,0,0,1.607328293,1.252906511,1.203882129,4.020236976,9.015249094,0.656772939,1.759354354,0,0,0,0.912206875,0,0,0.357489964,1.16300943,0,1.859595635,1.799297087,1.12572634,0.733888864,2.287742112,0,11.43728563,0.292274273,0.319762384,0,0,0,0.356124028,2.582519084,0.568711838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_03064513,87.08557134,87.08557134,11.41473453,1.985269327,0,0.359320982,1.632345385,0,0,0,0.324949046,0.792134383,1.776206333,0,9.616413387,0.415576361,0,6.973156562,8.400448248,0,0,0,0,0.344522764,0,0,0,0,7.653431587,1.482331292,1.425667331,0.305123038,0,0,0.368451891,0,0.274106299,1.68038867,0.327464202,0.419534681,5.603966694,10.94519978,0.686626255,0.919662503,0,0,0,0.635780549,0,0,0.747479017,0,0,0,1.128649991,1.176895719,0,0,0,23.06024148,0.611118935,1.002891114,0,0,0,3.723114833,0,0.891843564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_03958019,0,0,4.390282513,0,0,5.74913571,0,16.59359333,1.550958137,7.707418145,0,0.792134383,0,0,0,3.324610884,8.6882804,1.74328914,12.1339808,0,0,0,0,5.51236423,0,0,3.372040747,0,21.29650529,0,0,3.051230382,0,4.206397068,0,2.109540449,0,4.349241264,1.695108808,1.678138725,14.00991674,12.16133309,9.612767566,4.291758348,0.703983009,0,0,19.70919703,0,0,0,0,0,38.88245419,7.524333272,0,24.55191836,0,9.127521274,9.394913194,10.28117738,2.005782229,0,0,0,2.978491866,0,0.769433663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_03030716,99.62426574,99.62426574,1.728384905,0.459746581,0,0.208027937,1.643551417,0,0,0,0,0,0,0,6.812736077,0.679947592,1.401230185,0,0,0,0,0,0,0,0,0,0,0,0,1.591741459,0,0.611509526,0,0,1.409728975,0,0,1.010320641,0.156613314,0,7.867674293,0.782429453,1.096967183,0,0,0,0,0,0,0,0.749026592,0,0,0.649382603,0.952917207,0,0.423043706,0.842852357,0,17.47948323,0,0,0,0,0,0.712248055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP_310429,88.92281968,88.92281968,4.599343585,0.397053865,0,0.718641964,0,0,0,0,0,0,0.849489985,0,1.452364493,1.662305442,0.273060241,6.973156562,5.866979729,0,0,0,0.28023208,0,0,0,0,0,2.546321284,0.354470526,1.96029258,0,0,0,0.972712993,0.618798532,0,0.591496812,0.576336995,0,1.605302959,3.78058833,1.313545879,1.07907067,0,0,0,0,0,0,0,0,0,1.296081806,1.504866654,0.410979457,0.366944432,1.052361371,0,11.63179729,0,0,0,0,0,0.744622967,0.968444656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_02902679,87.23867537,87.23867537,5.231753327,0.363966043,0,0,0,0,0,0,0,0,0.407047285,0,1.855799075,0.380944997,0.284437751,3.196030091,2.994604237,0,0,0,0,0,0,0,0,0,3.965364917,2.038205527,0.65343086,0.559392237,0,0,0.337747567,0,0,2.46457005,0.300175518,0,2.889545327,5.295247116,0.6294074,1.124031948,0,0,0,0,0,0,0.342594549,0.743033802,0,1.188074989,0.68973055,0,0.351655081,1.461613016,0,12.91800564,0,0.306438952,0,0,0,0,0,0.545015511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_03283366,80.45397971,80.45397971,8.278818452,1.09189813,0,0,0.748158301,0,0,0,0.297869958,0,0.888103166,0,2.120913228,1.741462844,0.650143431,4.565757273,4.705806657,0.780756138,0,0,0,0,0,0,0,0.436876705,4.880449128,1.164688872,2.28700801,0,0,0.321321998,0.506621351,0.483436353,0,1.540356281,0.900526554,0,2.568484735,5.096177675,1.8882222,0.562015974,0,0,0,0,0,0,0.342594549,0.371516901,0,1.188074989,0.376216664,0.539410538,0.351655081,0,0,9.842290013,0.305559468,0.700431889,0,0,0,0.780081203,0.61872853,0.817523267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAN28721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.194224,0,0,27.23003355,0,0,0,0,0,0,0,10.76323232,0,7.581747846,0,0,0,0,0,0,28.30799948,0,0,0,0,0,32.08781691,3.018037834,5.808450454,0,0,2.241846057,0,0,0,0,6.648576687,11.57032175,0,0,0,0,15.25819211,0,0,0,11.47336344,0,0,0,0,0,9.837258011,0,0,0,0,4.603791235,0,0,0,0,3.814051241,0,2.651168782,0,0,5.901466639,0,0,10.53852798,9.17358567,2.139538035,0
ZP_02070590,3.731027399,3.731027399,2.414655382,10.19104921,0,3.952530801,4.439620689,29.97326963,0,0,1.588639778,0.768836312,0,0,0.927899537,0,0,0,0,0,1.26255613,0,8.84943409,0,0,0,1.508544545,7.766696985,6.507265504,14.94684053,0,2.434278305,0,25.06311587,0,0,0,0.974994745,3.325021124,0,2.039679054,0,0.6294074,0,0,0,5.975686378,0.617081121,0,3.644001656,13.01859287,0.938569014,0,12.92521142,0,0.56904848,0.937746882,0.578220534,0,0,0,0.727371578,0,0,3.853255164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAB53259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10778405,0,0,0,0,0,0,0,0,9.568916435,7.859001021,13.82554019,0,0,0,0,0,0,0,0,0,0,0,0,0,1.690101187,0,0,0,0,7.274433098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.604064828,0,0,0,0,3.664860828,0,28.4370039,4.742884158,0,0,21.36713045,0,3.239492623,0,0,3.442418468,0.488373197,0.60137367,13.87308406,0,0,9.260431787,2.727457219,0,7.225632837,0
